# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 4.494391198802996,6.255854950001959,3.7637449808704226,69.7128156526626,-2.5061459927843197,-3.000000000000051,-0.0016488892732885484,0.0,0.2373515298116242,0.0
 4.498727252759789,6.252077560067056,3.7535257807241185,69.71384482170258,-2.5191541546546983,-2.999999999999949,0.004604372352816767,0.0,-0.6662395004735382,0.0
 4.503041661995237,6.248299103741064,3.7433052723248297,69.71097039184872,-2.532097382361044,-3.0,0.010854949197830817,0.0,-1.5787897838166152,0.0
 4.507334316569051,6.244519273199753,3.733084763925541,69.70419319266213,-2.544975346082486,-3.0000000000000515,0.017108620419355326,0.0,-2.491031421605305,0.0
 4.5116223180809,6.24073776061889,3.7228655637792363,69.69351164616023,-2.5373066021561983,1.788419128374057,0.02337117360755246,0.0,-3.3892578089986785,0.0
 4.515927059794596,6.236954258174244,3.7126489801389013,69.67892176669136,-2.5243923770151104,2.9999999999999742,0.029648403277300926,0.0,-4.277800510364907,0.0
 4.5202527895818765,6.233168458041583,3.7024363212575198,69.66041715759964,-2.511415187653269,3.0,0.03594612783805169,0.0,-5.159933457204522,0.0
 4.5245993868897765,6.229380052396675,3.6922288953880757,69.6379890047256,-2.4983753957295685,3.0000000000000258,0.04227019643680262,0.0,-6.036378141143784,0.0
 4.528966730570403,6.22558873341529,3.6820280107835544,69.611626066797,-2.48527336468769,3.0000000000000253,0.04862650196287894,0.0,-6.907844822654742,0.0
 4.533354698897471,6.221794193273196,3.6718349756969406,69.5813146625069,-2.4721094597064868,3.0,0.05502099021355997,0.0,-7.775033663740116,0.0
 4.537763169583909,6.2179961241461585,3.661651098381218,69.54703865451422,-2.4588840476471723,3.0000000000000253,0.061459672432045795,0.0,-8.638635876960889,0.0
